Sentence #	Word	NPOS	Tag	
	back	NN	I-ADR
	ache	NN	I-ADR
	and	CC	O
	weak	JJ	B-ADR
	knees	NNS	I-ADR
	.	.	O
	0	0	O
Sentence: 249	quetiapine	NN	O
	or	CC	O
	olanzapine	NN	O
	for	IN	O
	mild	NN	O
	to	TO	O
	moderate	VB	O
	anxiety	NN	O
	#older	NN	O
	persons	NNS	O
	mental	VBP	O
	health	NN	O
	0	0	O
Sentence: 250	cant	JJ	O
	cope	NN	O
	coming	VBG	B-ADR
	off	RP	I-ADR
	#venlafaxine	JJ	O
	feel	NN	O
	like	IN	O
	iv	NN	O
	got	VBD	O
	a	DT	O
	hangover	NN	B-ADR
	mixed	JJ	O
	with	IN	O
	flu	JJ	B-ADR
	symptoms	NNS	I-ADR
	.	.	O
	total	JJ	O
	nausea	NN	B-ADR
	&	CC	O
	i	NN	O
	cant	VBP	B-ADR
	keep	NN	I-ADR
	still	RB	I-ADR
	.	.	O
	please	VB	O
	hurry	NN	O
	&	CC	O
	pass	NN	O
	0	0	O
Sentence: 251	@parthritis	NN	O
	i	VBP	O
	don't	NN	O
	know	VBP	O
	that	IN	O
	one	CD	O
	,	,	O
	but	CC	O
	metho	NN	O
	made	VBD	O
	me	PRP	O
	sick	JJ	B-ADR
	everyday	JJ	O
	i	NN	O
	took	VBD	O
	it	PRP	O
	.	.	O
	i	VB	O
	had	VBD	O
	to	TO	O
	stop	VB	O
	.	.	O
	enbrel	NN	O
	has	VBZ	O
	worked	VBN	O
	wonders	NNS	O
	for	IN	O
	me	PRP	O
	..	NNP	O
	so	RB	O
	far	RB	O
	0	0	O
Sentence: 252	@ajswurld	NN	O
	i'm	NN	O
	allergic	NN	B-ADR
	to	TO	O
	enbrel	VB	O
	:	:	O
	-(	NN	O
	bad	JJ	O
	reaction	NN	O
	0	0	O
Sentence: 253	rt	JJ	O
	@ajswurld	NN	O
	:	:	O
	@parthritis	NN	O
	i	VBP	O
	don't	NN	O
	know	VBP	O
	that	IN	O
	one	CD	O
	,	,	O
	but	CC	O
	metho	NN	O
	made	VBD	O
	me	PRP	O
	sick	JJ	B-ADR
	everyday	JJ	O
	i	NN	O
	took	VBD	O
	it	PRP	O
	.	.	O
	i	VB	O
	had	VBD	O
	to	TO	O
	stop	VB	O
	.	.	O
	enbrel	NN	O
	has	VBZ	O
	worked	VBN	O
	wonders	NNS	O
	for	IN	O
	m�	NN	O
	0	0	O
Sentence: 254	just	RB	O
	wondering	VBG	O
	where	WRB	O
	the	DT	O
	side	NN	O
	effect	NN	O
	of	IN	O
	hating	VBG	B-ADR
	the	DT	I-ADR
	world	NN	I-ADR
	is	VBZ	O
	stated	VBN	O
	on	IN	O
	vyvanse	NN	O
	advertisements	NNS	O
	?	.	O
	0	0	O
Sentence: 255	this	DT	O
	lamictal	JJ	O
	shit	NN	O
	ain't	NN	O
	cuttin	VBD	O
	the	DT	O
	mustard;	NN	O
	any	DT	O
	"	NNP	O
	"	NNP	O
	mood	NN	O
	stabilizers	NNS	O
	"	VBP	O
	"	VBP	O
	that	IN	O
	don't	JJ	O
	steal	VB	B-ADR
	your	PRP$	I-ADR
	soul	NN	I-ADR
	&	CC	O
	make	VB	O
	u	NN	O
	a	DT	O
	bloated	VBN	B-ADR
	zombie	NN	I-ADR
	a	DT	O
	la	NN	O
	britney	NN	O
	?	.	O
	0	0	O
Sentence: 256	@tweetnomdeplume	JJ	O
	ssris	NN	O
	were	VBD	O
	great	JJ	O
	for	IN	O
	me	PRP	O
	for	IN	O
	ages	NNS	O
	,	,	O
	not	RB	B-ADR
	working	VBG	I-ADR
	as	RB	I-ADR
	well	RB	I-ADR
	now	RB	O
	.	.	O
	thus	RB	O
	seroquel	NN	O
	.	.	O
	i�m	NN	O
	also	RB	O
	on	IN	O
	clonazepam	NN	O
	,	,	O
	makes	VBZ	O
	me	PRP	O
	sleepy	VB	B-ADR
	too	RB	O
	.	.	O
	0	0	O
Sentence: 257	@sarahchoueiry	JJ	O
	cipro	NN	O
	and	CC	O
	flagyl	NN	O
	are	VBP	O
	the	DT	O
	absolute	JJ	O
	worst	JJS	O
	.	.	O
	like	IN	B-ADR
	taking	VBG	I-ADR
	rat	NN	I-ADR
	poison	NN	I-ADR
	.	.	O
	0	0	O
Sentence: 258	have	VB	O
	decided	VBN	O
	to	TO	O
	skip	VB	O
	my	PRP$	O
	#humira	NN	O
	shot	NN	O
	today	NN	O
	.	.	O
	my	PRP$	O
	body's	NN	O
	having	VBG	O
	hysterics	NNS	O
	,	,	O
	need	VBP	O
	time	NN	O
	to	TO	O
	simmer	VB	O
	down	RP	O
	#rheum	NN	O
	0	0	O
Sentence: 259	@fragileannie	JJ	O
	@meilufay	NN	O
	i	NN	O
	tried	VBD	O
	baclofen	NN	O
	,	,	O
	another	DT	O
	common	JJ	O
	muscle	NN	O
	relaxer	NN	O
	,	,	O
	and	CC	O
	had	VBD	O
	too	RB	O
	many	JJ	O
	side-effects	NNS	O
	from	IN	O
	it	PRP	O
	,	,	O
	including	VBG	O
	worsening	VBG	B-ADR
	pain	NN	I-ADR
	.	.	O
	0	0	O
Sentence: 260	@muhleeah	NN	O
	i	VBZ	O
	heard	NN	O
	of	IN	O
	tysabri	NN	O
	.	.	O
	should	MD	O
	work	VB	O
	good	JJ	O
	on	IN	O
	ms	NN	O
	.	.	O
	but	CC	O
	serious	JJ	O
	side	NN	O
	effects	NNS	O
	as	RB	O
	well	RB	O
	:	:	O
	(	(	O
	0	0	O
Sentence: 261	@abianne	IN	O
	the	DT	O
	effexor	NN	O
	may	MD	O
	have	VB	O
	been	VBN	O
	pushing	VBG	O
	me	PRP	O
	toward	IN	O
	hypomania	NN	B-ADR
	,	,	O
	so	IN	O
	we	PRP	O
	are	VBP	O
	trying	VBG	O
	just	RB	O
	an	DT	O
	ssri	NN	O
	,	,	O
	then	RB	O
	see	VB	O
	if	IN	O
	a	DT	O
	mood	NN	O
	stabilizer	NN	O
	is	VBZ	O
	needed	VBN	O
	.	.	O
	0	0	O
Sentence: 262	seroquel	NN	O
	left	VBD	O
	me	PRP	O
	with	IN	O
	sleep	JJ	B-ADR
	paralysis	NN	I-ADR
	.	.	O
	abilify	VB	O
	left	VBD	O
	me	PRP	O
	with	IN	O
	occasional	JJ	O
	muscle	NN	B-ADR
	spasms	NNS	I-ADR
	.	.	O
	i've	VB	O
	been	VBN	O
	off	IN	O
	of	IN	O
	both	DT	O
	for	IN	O
	nearly	RB	O
	a	DT	O
	decade	NN	O
	.	.	O
	0	0	O
Sentence: 263	took	VBD	O
	my	PRP$	O
	lamotrigine	JJ	O
	(#14)	NN	O
	at	IN	O
	1704	CD	O
	utc	NN	O
	.	.	O
	long	JJ	O
	drive	JJ	O
	ahead	RB	O
	of	IN	O
	me	PRP	O
	today	NN	O
	.	.	O
	hope	VB	O
	my	PRP$	O
	back	NN	O
	pain	NN	O
	goes	VBZ	O
	away	RB	O
	.	.	O
	0	0	O
Sentence: 264	@ineedyouhere66	RB	O
	ugh	IN	O
	the	DT	O
	olanzapine	NN	O
	makes	VBZ	O
	me	PRP	O
	so	RB	O
	tired	JJ	B-ADR
	:	:	O
	(	(	O
	0	0	O
Sentence: 265	@indiescent	JJ	O
	@serarrist	NN	O
	when	WRB	O
	i	NN	O
	weaned	VBD	O
	myself	PRP	O
	off	RP	O
	paxil	NN	O
	,	,	O
	slower	JJR	O
	than	IN	O
	recommended	VBN	O
	,	,	O
	my	PRP$	O
	blood	NN	B-ADR
	pressure	NN	I-ADR
	dropped	VBD	I-ADR
	so	RB	O
	bad	JJ	O
	i	NN	O
	couldn�t	VBP	B-ADR
	walk	NN	I-ADR
	for	IN	O
	a	DT	O
	week	NN	O
	.	.	O
	0	0	O
Sentence: 266	gimme	NN	O
	one	CD	O
	reason	NN	O
	why	WRB	O
	i	NN	O
	shouldn't	NN	O
	have	VBP	O
	sex	NN	B-ADR
	drive	NN	I-ADR
	/	NNP	O
	libido	NN	B-ADR
	.	.	O
	i	NN	O
	accept	VBP	O
	this	DT	O
	as	IN	O
	a	DT	O
	part	NN	O
	of	IN	O
	withdrawal	NN	B-ADR
	symptoms	NNS	O
	from	IN	O
	venlafaxine	NN	O
	.	.	O
	:	:	O
	o	NN	O
	0	0	O
Sentence: 267	4	CD	O
	types	NNS	O
	of	IN	O
	medicine	NN	O
	,	,	O
	2	CD	O
	types	NNS	O
	of	IN	O
	lozenge	NN	O
	,	,	O
	spoonful	NN	O
	of	IN	O
	honey	NN	O
	and	CC	O
	now	RB	O
	ice	RB	O
	.	.	O
	any	DT	O
	other	JJ	O
	cough	NN	O
	remedies	NNS	O
	?	.	O
	0	0	O
Sentence: 268	i	NN	O
	called	VBN	O
	for	IN	O
	my	PRP$	O
	effexor	NN	O
	refill	NN	O
	on	IN	O
	wednesday	NN	O
	.	.	O
	i	NN	O
	was	VBD	O
	out	RB	O
	.	.	O
	it's	NN	O
	sunday	NN	O
	and	CC	O
	i	NN	O
	can't	VBP	O
	stop	VB	O
	screaming	NN	B-ADR
	and	CC	O
	crying	NN	B-ADR
	0	0	O
Sentence: 269	arms	NNS	B-ADR
	stil	JJ	I-ADR
	hurt	NN	I-ADR
	.	.	O
	cipro	NN	O
	to	TO	O
	tendons	NNS	B-ADR
	is	VBZ	I-ADR
	like	IN	I-ADR
	a	DT	I-ADR
	razor	NN	I-ADR
	to	TO	I-ADR
	rope	VB	I-ADR
	:	:	O
	cut	VB	O
	it	PRP	O
	partway	RB	O
	through	IN	O
	,	,	O
	makes	VBZ	O
	it	PRP	O
	weaker	JJR	B-ADR
	&	CC	O
	won't	RBR	B-ADR
	heal	JJ	I-ADR
	ever	RB	O
	.	.	O
	damned	JJ	O
	cipro	NN	O
	.	.	O
	0	0	O
Sentence: 270	eurgh	NN	O
	!	.	O
	last	JJ	O
	time	NN	O
	i	NN	O
	was	VBD	O
	this	DT	O
	tired	JJ	B-ADR
	,	,	O
	i	NN	O
	was	VBD	O
	on	IN	O
	a	DT	O
	four	CD	O
	day	NN	O
	antidepressant	JJ	O
	cocktail	NN	O
	binge	NN	O
	.	.	O
	#seroxat	JJ	O
	#sertraline	JJ	O
	#fluoxitine	NN	O
	#lithium	NN	O
	0	0	O
Sentence: 271	rivaroxaban	NN	O
	2/2	CD	O
	lower	JJR	B-ADR
	back	NN	I-ADR
	pain	NN	I-ADR
	.	.	O
	not	RB	O
	very	RB	O
	pc	RB	O
	but	CC	O
	am	VBP	O
	crippled	VBN	B-ADR
	by	IN	O
	this	DT	O
	drug	NN	O
	.	.	O
	taking	VBG	O
	more	JJR	O
	paracetamols	NNS	O
	.	.	O
	must	MD	O
	ring	VBG	O
	for	IN	O
	'phone	CD	O
	consultation	NN	O
	.	.	O
	0	0	O
Sentence: 272	@electrosocket	NN	O
	i	NN	O
	was	VBD	O
	on	IN	O
	enbrel	NN	O
	for	IN	O
	8	CD	O
	years	NNS	O
	have	VBP	O
	since	IN	O
	developed	VBN	O
	neuro	NN	B-ADR
	problems	NNS	I-ADR
	(ataxia)	VBP	I-ADR
	wish	JJ	O
	id	NN	O
	never	RB	O
	taken	VBN	O
	it	PRP	O
	side	JJ	O
	effects	NNS	O
	not	RB	O
	worth	JJ	O
	risks	NNS	O
	0	0	O
Sentence: 273	@cutefont	NN	O
	i	NN	O
	essentially	RB	O
	felt	VBD	B-ADR
	nothing	NN	I-ADR
	on	IN	O
	them	PRP	O
	.	.	O
	great	JJ	O
	for	IN	O
	anxiety	NN	O
	,	,	O
	bad	JJ	O
	for	IN	O
	living	NN	O
	.	.	O
	coming	VBG	B-ADR
	off	RP	I-ADR
	klonopin	NN	I-ADR
	and	CC	I-ADR
	paxil	NN	I-ADR
	was	VBD	I-ADR
	hell	RB	I-ADR
	though	IN	O
	.	.	O
	0	0	O
Sentence: 274	@lotsospermies	NNS	O
	well	RB	O
	i�m	RB	O
	taking	VBG	O
	it	PRP	O
	with	IN	O
	a	DT	O
	mood	NN	O
	stabilizer	NN	O
	(lamictal)	NNP	O
	.	.	O
	i	NN	O
	can�t	VBP	O
	take	VB	O
	anti-depressants	NNS	O
	by	IN	O
	themselves-triggers	NNS	B-ADR
	my	PRP$	I-ADR
	rapid	JJ	I-ADR
	cycling	NN	I-ADR
	0	0	O
Sentence: 275	@gloombat	NN	O
	i	NN	O
	think	VBP	O
	it	PRP	O
	was	VBD	O
	an	DT	O
	anxiety	NN	O
	meds	NNS	O
	dream	NN	B-ADR
	.	.	O
	damn	NN	O
	quetiapine	NN	O
	.	.	O
	0	0	O
Sentence: 276	@dougmoneybags	NNS	O
	quetiapine	NN	O
	.	.	O
	very	RB	O
	low	JJ	O
	dose	VB	O
	even	RB	O
	with	IN	O
	increase	NN	O
	.	.	O
	helps	VB	O
	me	PRP	O
	get	VB	O
	to	TO	O
	sleep	VB	O
	(&	JJ	O
	eat	NN	O
	in	IN	O
	general)	NN	O
	but	CC	O
	feel	VBP	O
	really	RB	O
	groggy	VBN	B-ADR
	in	IN	I-ADR
	the	DT	I-ADR
	morning	NN	I-ADR
	0	0	O
Sentence: 277	03.00	CD	O
	day	NN	O
	19	CD	O
	rivaroxaban	NN	O
	diary	NN	O
	.	.	O
	just	RB	O
	taken	VBN	O
	2	CD	O
	paracetamol	NN	O
	.	.	O
	probabably	RB	O
	will	MD	O
	take	VB	O
	70	CD	O
	minutes	NNS	O
	to	TO	O
	work	VB	O
	.	.	O
	a	DT	O
	long	JJ	O
	painful	JJ	B-ADR
	night	NN	O
	ahead	RB	O
	.	.	O
	0	0	O
Sentence: 278	rt	NN	O
	@carla2000	NN	O
	:	:	O
	@doctorchristian	JJ	O
	humira	NN	O
	injection	NN	O
	psoriasis	NN	O
	,	,	O
	gone2	NN	O
	board&funding	NN	O
	!	.	O
	chief	JJ	O
	pharmacist	NN	O
	reject	NN	O
	cause	NN	O
	derm	NN	O
	doc	VBZ	O
	not	RB	O
	tried	JJ	O
	accetrine	NN	O
	!	.	O
	c�	NN	O
	0	0	O
Sentence: 279	your	PRP$	O
	humira	NN	O
	shot	NN	O
	burns	NNS	B-ADR
	with	IN	O
	the	DT	O
	power	NN	O
	of	IN	O
	a	DT	O
	thousand	NN	O
	suns	VBZ	O
	#ibdfmlmoments	NNS	O
	#crohns	JJ	O
	#ibd	NNP	O
	#uc	NN	O
	0	0	O
Sentence: 280	today	NN	O
	is	VBZ	O
	the	DT	O
	day	NN	O
	for	IN	O
	my	PRP$	O
	biweekly	JJ	O
	humira	NN	O
	injection	NN	O
	,	,	O
	any	DT	O
	volunteers	NNS	O
	to	TO	O
	take	VB	O
	it	PRP	O
	for	IN	O
	me	PRP	O
	?	.	O
	it	PRP	O
	hurts	VBZ	B-ADR
	.	.	O
	0	0	O
Sentence: 281	new	JJ	O
	dx	NN	O
	:	:	O
	dysthymia	NN	O
	.	.	O
	start	VB	O
	seroquel	NN	O
	(which	NNP	O
	i've	NN	O
	had	VBD	O
	before	IN	O
	.	.	O
	it	PRP	O
	zombified	VBD	B-ADR
	me	PRP	O
	iirc)	NN	O
	.	.	O
	0	0	O
Sentence: 282	@anyssiakaissa	JJ	O
	depakote	NN	O
	made	VBD	O
	me	PRP	O
	feel	VB	O
	flat	JJ	O
	,	,	O
	but	CC	O
	helps	VBZ	O
	many	JJ	O
	.	.	O
	zyprexa	NN	O
	can	MD	O
	cause	VB	O
	weight	JJ	B-ADR
	gain	NN	I-ADR
	,	,	O
	so	RB	O
	be	VB	O
	very	RB	O
	careful	JJ	O
	.	.	O
	i	VB	O
	can't	JJ	O
	tolerate	VB	O
	it	PRP	O
	.	.	O
	0	0	O
Sentence: 283	takin	JJ	O
	anbien	NN	O
	&seroquel	NN	O
	for	IN	O
	bad	JJ	O
	insomnia	NN	O
	gives	VBZ	O
	u	NNS	O
	messed	VBD	B-ADR
	up	RP	I-ADR
	dreams	NNS	I-ADR
	doc	RB	O
	saids	VBD	O
	its	PRP$	O
	normal	JJ	O
	0	0	O
Sentence: 284	been	VBN	O
	on	IN	O
	humira	NN	O
	now	RB	O
	short	JJ	O
	period	NN	O
	4	CD	O
	to	TO	O
	6	CD	O
	injections	NNS	O
	no	DT	O
	noticeable	JJ	O
	change	NN	O
	in	IN	O
	pain	NN	O
	but	CC	O
	racing	VBG	B-ADR
	heart	NN	I-ADR
	and	CC	O
	palpitations	NNS	B-ADR
	.	.	O
	mtx	NN	O
	at	IN	O
	1ml	CD	O
	injection	NN	O
	.	.	O
	0	0	O
Sentence: 285	hey	NN	O
	not	RB	B-ADR
	sleeping	VBG	I-ADR
	.	.	O
	#hotflashes	NNS	O
	#menopause	IN	O
	#effexor	NN	O
	0	0	O
Sentence: 286	@kniterrupted	VBN	O
	i	JJ	O
	think	VBP	O
	it�s	VBP	O
	an	DT	O
	snri	NN	O
	,	,	O
	i�m	NN	O
	not	RB	O
	even	RB	O
	sure	JJ	O
	.	.	O
	it�s	JJ	O
	viibryd	NN	O
	.	.	O
	but	CC	O
	none	NN	O
	of	IN	O
	my	PRP$	O
	anti-depressants	NNS	O
	have	VBP	O
	ever	RB	O
	messed	VBN	B-ADR
	me	PRP	I-ADR
	up	IN	I-ADR
	like	IN	O
	this	DT	O
	before	IN	O
	0	0	O
Sentence: 287	19.32	CD	O
	day	NN	O
	20	CD	O
	rivaroxaban	NN	O
	diary	NN	O
	.	.	O
	still	RB	O
	residual	JJ	O
	aches	NNS	B-ADR
	and	CC	O
	pains;	NN	B-ADR
	only	RB	O
	had	VBD	O
	4	CD	O
	paracetamol	NN	O
	today	NN	O
	.	.	O
	0	0	O
Sentence: 288	i	NN	O
	better	RBR	O
	go	VBP	O
	to	TO	O
	bed.	VB	O
	.	.	O
	effexor	VB	O
	withdrawal	NN	B-ADR
	makes	VBZ	O
	me	PRP	O
	feel	VB	B-ADR
	kinda	NNS	I-ADR
	terrible	JJ	I-ADR
	ugh	JJ	O
	.	.	O
	0	0	O
Sentence: 289	so	RB	O
	i	JJ	O
	finally	RB	O
	have	VBP	O
	my	PRP$	O
	1st	CD	O
	infusion	NN	O
	of	IN	O
	#tysabri	NNP	O
	set	NN	O
	for	IN	O
	nxt	JJ	O
	fri	NN	O
	.	.	O
	so	RB	O
	i'm	JJ	O
	supposed	VBN	O
	to	TO	O
	suffer	VB	O
	until	IN	O
	it	PRP	O
	kicks	VBZ	O
	in	IN	O
	?	.	O
	this	DT	O
	relapse	NN	O
	is	VBZ	O
	relentless	JJ	O
	.	.	O
	?	.	O
	?	.	O
	0	0	O
Sentence: 290	@mrs_lgardner	NN	O
	just	RB	O
	got	VBD	O
	him	PRP	O
	from	IN	O
	seeing	VBG	O
	my	PRP$	O
	cf	NN	O
	dr	NN	O
	.	.	O
	no	DT	O
	collapse	NN	O
	or	CC	O
	pneumonia	NN	O
	.	.	O
	start	NN	O
	of	IN	O
	a	DT	O
	flare	NN	O
	up	RP	O
	probably	RB	O
	so	RB	O
	2	CD	O
	weeks	NNS	O
	of	IN	O
	oral	JJ	O
	cipro.....	NN	O
	.	.	O
	0	0	O
Sentence: 291	@missynomatter	NN	O
	i	NN	O
	was	VBD	O
	on	IN	O
	quetiapine	NN	O
	and	CC	O
	gained	VBD	B-ADR
	40lbs	CD	I-ADR
	&lt;wall&gt;	NNP	O
	so	RB	O
	i	RB	O
	am	VBP	O
	not	RB	O
	even	RB	O
	trying	VBG	O
	olanzapine	NN	O
	.	.	O
	they	PRP	O
	gave	VBD	O
	me	PRP	O
	abilify	VB	O
	cause	NN	O
	it	PRP	O
	not	RB	O
	supposed	VBD	O
	to	TO	O
	0	0	O
Sentence: 292	@sewyoursoul	NN	O
	i	NN	O
	'served'	POS	O
	6months	CD	O
	of	IN	O
	fluoxetine-time	JJ	O
	around	IN	O
	18	CD	O
	years	NNS	O
	ago	RB	O
	,	,	O
	it	PRP	O
	put	VBD	O
	a	DT	O
	smile	NN	O
	on	IN	O
	my	PRP$	O
	face	NN	O
	but	CC	O
	inside	IN	B-ADR
	i	NN	I-ADR
	was	VBD	I-ADR
	still	RB	I-ADR
	screaming	VBG	I-ADR
	.	.	O
	:	:	O
	(	(	O
	0	0	O
Sentence: 293	@privacy625	NN	O
	@sandycolon25	VBZ	O
	what	WP	O
	i	JJ	O
	take	VBP	O
	is	VBZ	O
	serious	JJ	O
	.	.	O
	i	NN	O
	never	RB	O
	was	VBD	O
	informed	VBN	O
	ahead	RB	O
	of	IN	O
	time	NN	O
	.	.	O
	i	NN	O
	could	MD	O
	get	VB	O
	"	JJ	B-ADR
	"	NNP	I-ADR
	metabolic	NN	I-ADR
	"	NNP	I-ADR
	"	NNP	I-ADR
	syndrome	NN	I-ADR
	from	IN	O
	seroquel	NN	O
	.	.	O
	0	0	O
Sentence: 294	half	NN	O
	of	IN	O
	seroquel	NN	O
	knocks	NNS	B-ADR
	me	PRP	I-ADR
	out	RP	I-ADR
	so	RB	O
	fast	RB	O
	and	CC	O
	im	JJ	O
	asleep	NN	O
	for	IN	O
	at	IN	O
	least	JJS	O
	10	CD	O
	hours..	NN	O
	.	.	O
	0	0	O
Sentence: 295	08.55	CD	O
	day	NN	O
	21	CD	O
	rivaroxaban	NN	O
	diary	JJ	O
	strange	JJ	O
	muscle	NN	B-ADR
	spasms	NNS	I-ADR
	especially	RB	O
	in	IN	O
	neck	NN	O
	shoulders	NNS	O
	and	CC	O
	legs	NNS	O
	.	.	O
	no	DT	O
	more	RBR	O
	fluid	JJ	B-ADR
	retention	NN	I-ADR
	.	.	O
	more	JJR	O
	mobile	JJ	B-ADR
	.	.	O
	0	0	O
Sentence: 296	#epilepsy	NN	O
	is	VBZ	O
	sucktastic	JJ	O
	.	.	O
	neuro	JJ	O
	appt	NN	O
	monday	NN	O
	to	TO	O
	discuss	VB	O
	a	DT	O
	third	JJ	O
	med	NN	O
	after	IN	O
	getting	VBG	O
	the	DT	O
	rash	NN	B-ADR
	with	IN	O
	lamotrigine	NN	O
	and	CC	O
	the	DT	O
	glaucoma	NN	B-ADR
	with	IN	O
	topiramate	NN	O
	.	.	O
	0	0	O
Sentence: 297	@thestomabaglady	NN	O
	i	NN	O
	still	RB	O
	get	VB	O
	the	DT	O
	pins	NNS	B-ADR
	&	CC	I-ADR
	needles	NNS	I-ADR
	feeling	VBG	O
	in	IN	O
	my	PRP$	O
	hands	NNS	O
	since	IN	O
	doing	VBG	O
	humira	NN	O
	0	0	O
Sentence: 298	@realhausfrau	NN	O
	@tantalizinyou	VB	O
	my	PRP$	O
	step-dad	NN	O
	was	VBD	O
	on	IN	O
	effexer	NN	O
	,	,	O
	taking	VBG	O
	supplements	NNS	O
	for	IN	O
	energy	NN	O
	and	CC	O
	drinking	NN	O
	like	IN	O
	a	DT	O
	fish	NN	O
	when	WRB	O
	he	PRP	O
	shot	VBD	B-ADR
	my	PRP$	I-ADR
	daughter&me	NN	I-ADR
	0	0	O
Sentence: 299	this	DT	O
	seroquel	NN	O
	got	VBD	O
	me	PRP	O
	lo0o0py	VB	B-ADR
	as	IN	O
	helll	NN	O
	.	.	O
	this	DT	O
	status	NN	O
	took	VBD	O
	me	PRP	O
	at	IN	O
	least	JJS	O
	thirty	JJ	B-ADR
	minutes	NNS	I-ADR
	to	TO	I-ADR
	type	VB	I-ADR
	i	JJ	O
	keep	NN	O
	waking	VBG	B-ADR
	up	RP	I-ADR
	without	IN	I-ADR
	knowing	VBG	I-ADR
	i	NN	I-ADR
	feel	VBP	I-ADR
	asleep	RB	I-ADR
	0	0	O
Sentence: 300	rivaroxaban	JJ	O
	diary	JJ	O
	day	NN	O
	22	CD	O
	.	.	O
	am	VBP	O
	beginning	VBG	O
	to	TO	O
	think	VB	O
	all	DT	O
	pains	NNS	B-ADR
	from	IN	O
	pressure	NN	O
	on	IN	O
	that	DT	O
	part	NN	O
	of	IN	O
	body	NN	O
	are	VBP	O
	due	JJ	O
	to	TO	O
	fluid	VB	B-ADR
	retention	NN	I-ADR
	.	.	O
	0	0	O
Sentence: 301	@_katball	DT	O
	natural	JJ	O
	don't	NN	O
	work	NN	O
	for	IN	O
	me	PRP	O
	,	,	O
	try	VB	O
	300mg	CD	O
	of	IN	O
	seroquel...you'll	JJ	O
	sleep	NN	B-ADR
	for	IN	I-ADR
	days	NNS	I-ADR
	,	,	O
	i	NNS	O
	have	VBP	O
	insomnia	VBN	O
	that's	RP	O
	what	WP	O
	they	PRP	O
	give	VBP	O
	me	PRP	O
	lol	NN	O
	0	0	O
Sentence: 302	doc	NN	O
	for	IN	O
	panic	JJ	O
	disorders	NNS	O
	:	:	O
	alprazolam	NN	O
	(addictive)	NN	B-ADR
	and	CC	O
	paroxetine	NN	O
	(sedating)	NN	B-ADR
	.	.	O
	#psychiatry	NN	O
	0	0	O
Sentence: 303	@criminalbanjo	JJ	O
	dude	NN	O
	i	NN	O
	feel	VBP	O
	physically	RB	B-ADR
	and	CC	O
	mentally	RB	B-ADR
	drained.	JJ	I-ADR
	.	.	O
	thats	VB	O
	the	DT	O
	paxil	NN	O
	i	NN	O
	wanted	VBD	O
	hard	RB	O
	at	IN	O
	work	NN	O
	0	0	O
Sentence: 304	@rgay	VB	O
	given	VBN	O
	what	WP	O
	we	PRP	O
	know	VBP	O
	about	IN	O
	the	DT	O
	demographics	NNS	O
	of	IN	O
	type	NN	O
	2	CD	O
	,	,	O
	i'm	VBZ	O
	a	DT	O
	bit	NN	O
	surprised	JJ	O
	she's	NN	O
	still	RB	O
	all	DT	O
	over	IN	O
	the	DT	O
	victoza	JJ	O
	page	NN	O
	.	.	O
	0	0	O
Sentence: 305	she	PRP	O
	announced	VBD	O
	she	PRP	O
	had	VBD	O
	type	NN	O
	2	CD	O
	diabetes	NNS	O
	on	IN	O
	the	DT	O
	day	NN	O
	she	PRP	O
	endorsed	VBD	O
	the	DT	O
	diabetes	NNS	O
	drug	NN	O
	victoza	NN	O
	and	CC	O
	a	DT	O
	lucrative	JJ	O
	collaboration	NN	O
	with	IN	O
	the	DT	O
	manufacturer	NN	O
	0	0	O
Sentence: 306	someone	NN	O
	back	RB	O
	me	PRP	O
	up	IN	O
	to	TO	O
	@mrdispenser	VB	O
	about	IN	O
	what	WP	O
	a	DT	O
	trauma	NN	O
	when	WRB	O
	you	PRP	O
	have	VBP	O
	to	TO	O
	dispense	VB	O
	20	CD	O
	lots	NNS	O
	of	IN	O
	rifampicin	NN	O
	and	CC	O
	cipro	NN	O
	for	IN	O
	meningitis	NN	O
	prophylaxis	NN	O
	0	0	O
Sentence: 307	04.46	CD	O
	day	NN	O
	23	CD	O
	rivaroxaban	NN	O
	diary	NN	O
	.	.	O
	much	RB	O
	better	JJR	O
	than	IN	O
	yesterday	NN	O
	.	.	O
	still	RB	O
	neck	NN	B-ADR
	,	,	I-ADR
	back	RB	I-ADR
	,	,	I-ADR
	hip	NN	I-ADR
	,	,	I-ADR
	and	CC	I-ADR
	leg	JJ	I-ADR
	aches	NNS	I-ADR
	but	CC	O
	not	RB	O
	so	RB	O
	intense	JJ	O
	.	.	O
	0	0	O
Sentence: 308	@silkwould	JJ	O
	smh	NN	O
	.	.	O
	lmao	JJ	O
	paxil	NN	O
	was	VBD	O
	my	PRP$	O
	first	JJ	O
	,	,	O
	i	JJ	O
	just	RB	O
	stopped	VBN	O
	effexor	VBP	O
	(the	JJ	O
	headaches	NNS	B-ADR
	were	VBD	O
	a	DT	O
	nightmare)	NN	O
	0	0	O
Sentence: 309	the	DT	O
	toilet	NN	O
	just	RB	O
	flushed	VBN	O
	itself	PRP	O
	.	.	O
	my	PRP$	O
	apartment	NN	O
	is	VBZ	O
	haunted	VBN	O
	.	.	O
	paxil	NN	O
	tells	VBZ	O
	me	PRP	O
	it's	JJ	O
	common	JJ	B-ADR
	for	IN	I-ADR
	apartments	NNS	I-ADR
	to	TO	I-ADR
	be	VB	I-ADR
